Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Alabama,US,2021-04-01 4:27,34.17805983,-85.60638968,1806,43,,,"Cherokee, Alabama, US",6894.182318,2.380952381
Alabama,US,2021-04-01 4:27,32.85044126,-86.7173256,4034,109,,,"Chilton, Alabama, US",9079.859548,2.702032722
Alabama,US,2021-04-01 4:27,32.02227341,-88.2656443,583,24,,,"Choctaw, Alabama, US",4631.027087,4.116638079
Alabama,US,2021-04-01 4:27,31.68099859,-87.83548597,3459,59,,,"Clarke, Alabama, US",14643.12929,1.705695288
Alabama,US,2021-04-01 4:27,33.26984193,-85.85836077,1481,54,,,"Clay, Alabama, US",11190.02645,3.64618501
Alabama,US,2021-04-01 4:27,33.67679204,-85.52005899,1452,41,,,"Cleburne, Alabama, US",9738.430584,2.82369146
Alabama,US,2021-04-01 4:27,31.39932826,-85.98901039,5384,110,,,"Coffee, Alabama, US",10286.19464,2.043090639
Alabama,US,2021-04-01 4:27,34.69847452,-87.80168544,6170,126,,,"Colbert, Alabama, US",11169.24024,2.042139384
Alabama,US,2021-04-01 4:27,31.43401703,-86.99320044,1086,26,,,"Conecuh, Alabama, US",8999.751388,2.394106814
Alabama,US,2021-04-01 4:27,32.93690146,-86.24847739,942,24,,,"Coosa, Alabama, US",8834.286786,2.547770701
Alabama,US,2021-04-01 4:27,31.2477854,-86.45050893,4041,111,,,"Covington, Alabama, US",10907.17698,2.74684484
Alabama,US,2021-04-01 4:27,31.72941803,-86.31593104,1502,57,,,"Crenshaw, Alabama, US",10906.18647,3.79494008
Alabama,US,2021-04-01 4:27,34.13020303,-86.86888037,9380,186,,,"Cullman, Alabama, US",11197.59335,1.982942431
Alabama,US,2021-04-01 4:27,31.43037123,-85.61095742,4760,109,,,"Dale, Alabama, US",9680.305865,2.289915966
Alabama,US,2021-04-01 4:27,32.32688101,-87.1086671,3513,148,,,"Dallas, Alabama, US",9444.563932,4.212923427
Alabama,US,2021-04-01 4:27,34.45946862,-85.80782906,8696,179,,,"DeKalb, Alabama, US",12160.02685,2.058417663
Alabama,US,2021-04-01 4:27,32.59785413,-86.14415284,9953,202,,,"Elmore, Alabama, US",12256.03074,2.029538833
Alabama,US,2021-04-01 4:27,31.1256789,-87.15918694,3860,74,,,"Escambia, Alabama, US",10536.94756,1.917098446
Alabama,US,2021-04-01 4:27,34.04567266,-86.04051873,13647,343,,,"Etowah, Alabama, US",13344.35014,2.513372902
Alabama,US,2021-04-01 4:27,33.72076938,-87.73886638,2063,59,,,"Fayette, Alabama, US",12654.88897,2.859912748
Alabama,US,2021-04-01 4:27,34.44235334,-87.84289505,4185,82,,,"Franklin, Alabama, US",13344.17448,1.959378734
Alabama,US,2021-04-01 4:27,31.09389027,-85.83572839,2446,74,,,"Geneva, Alabama, US",9310.646721,3.025347506
Alabama,US,2021-04-01 4:27,32.85504247,-87.95684022,904,34,,,"Greene, Alabama, US",11145.35816,3.761061947
Alabama,US,2021-04-01 4:27,32.76039258,-87.63284988,2162,73,,,"Hale, Alabama, US",14756.6719,3.376503238
Alabama,US,2021-04-01 4:27,31.51148016,-85.24267944,1867,42,,,"Henry, Alabama, US",10851.49666,2.249598286
Alabama,US,2021-04-01 4:27,31.15197924,-85.29939599,10332,272,,,"Houston, Alabama, US",9758.032527,2.632597755
Alabama,US,2021-04-01 4:27,34.78144169,-85.99750489,6724,106,,,"Jackson, Alabama, US",13024.44505,1.576442594
Alabama,US,2021-04-01 4:27,33.55554728,-86.895063,74710,1464,,,"Jefferson, Alabama, US",11344.22456,1.959577031
Alabama,US,2021-04-01 4:27,33.77995024,-88.09668032,1384,33,,,"Lamar, Alabama, US",10025.35313,2.384393064
Alabama,US,2021-04-01 4:27,34.90171875,-87.65624729,9140,219,,,"Lauderdale, Alabama, US",9856.67914,2.396061269
Alabama,US,2021-04-01 4:27,34.52041498,-87.31069453,2926,94,,,"Lawrence, Alabama, US",8887.134006,3.212576897
Alabama,US,2021-04-01 4:27,32.60154883,-85.35132246,15417,166,,,"Lee, Alabama, US",9369.644225,1.076733476
Alabama,US,2021-04-01 4:27,34.81185586,-86.98310072,9744,145,,,"Limestone, Alabama, US",9850.88207,1.488095238
Alabama,US,2021-04-01 4:27,32.1597283,-86.65158371,1362,53,,,"Lowndes, Alabama, US",14003.70142,3.89133627
Alabama,US,2021-04-01 4:27,32.38759944,-85.69267724,1537,47,,,"Macon, Alabama, US",8506.752269,3.05790501
Alabama,US,2021-04-01 4:27,34.76327133,-86.55069633,33533,489,,,"Madison, Alabama, US",8992.274255,1.458264993
Alabama,US,2021-04-01 4:27,32.24767634,-87.78796182,2495,58,,,"Marengo, Alabama, US",13226.95223,2.324649299
Alabama,US,2021-04-01 4:27,34.13697363,-87.88704173,3062,99,,,"Marion, Alabama, US",10306.64109,3.233180927
Alabama,US,2021-04-01 4:27,34.36975964,-86.30486727,11854,217,,,"Marshall, Alabama, US",12249.15783,1.830605703
Alabama,US,2021-04-01 4:27,30.78472347,-88.20842409,37492,792,,,"Mobile, Alabama, US",9073.352533,2.112450656
Alabama,US,2021-04-01 4:27,31.56729412,-87.36995001,1704,39,,,"Monroe, Alabama, US",8218.781652,2.288732394
Alabama,US,2021-04-01 4:27,32.2206831,-86.20969272,23743,552,,,"Montgomery, Alabama, US",10483.20868,2.324895759
Alabama,US,2021-04-01 4:27,34.45500589,-86.85475946,14131,263,,,"Morgan, Alabama, US",11807.41818,1.861156323
Alabama,US,2020-12-21 13:27,,,0,0,,,"Out of AL, Alabama, US",,
Alabama,US,2021-04-01 4:27,32.64048341,-87.29770589,1079,27,,,"Perry, Alabama, US",12092.34562,2.50231696
Alabama,US,2021-04-01 4:27,33.28094866,-88.08818103,2323,57,,,"Pickens, Alabama, US",11655.79528,2.453723633
Alabama,US,2021-04-01 4:27,31.80396383,-85.9408295,3042,74,,,"Pike, Alabama, US",9186.44682,2.432610125
Alabama,US,2021-04-01 4:27,33.29526734,-85.45708831,1752,41,,,"Randolph, Alabama, US",7710.588857,2.340182648
Alabama,US,2021-04-01 4:27,32.28725256,-85.18415324,4230,36,,,"Russell, Alabama, US",7298.010731,0.85106383
Alabama,US,2021-04-01 4:27,33.26879845,-86.66232561,23048,232,,,"Shelby, Alabama, US",10586.94913,1.006594932
Alabama,US,2021-04-01 4:27,33.71902176,-86.31029372,9350,232,,,"St. Clair, Alabama, US",10445.52686,2.481283422
Alabama,US,2021-04-01 4:27,32.59117397,-88.19916205,1024,32,,,"Sumter, Alabama, US",8240.122314,3.125
Alabama,US,2021-04-01 4:27,33.37823223,-86.16886178,7987,167,,,"Talladega, Alabama, US",9986.496286,2.090897709
Alabama,US,2021-04-01 4:27,32.86698258,-85.79833053,3847,144,,,"Tallapoosa, Alabama, US",9530.061684,3.743176501
Alabama,US,2021-04-01 4:27,33.28726072,-87.52556818,25059,434,,,"Tuscaloosa, Alabama, US",11969.62098,1.731912686
Alabama,US,2020-12-21 13:27,,,0,0,,,"Unassigned, Alabama, US",,
Alabama,US,2021-04-01 4:27,33.80270512,-87.30027177,7058,274,,,"Walker, Alabama, US",11111.28603,3.882119581
Alabama,US,2021-04-01 4:27,31.4092794,-88.20689944,1639,38,,,"Washington, Alabama, US",10039.20127,2.318486882
Alabama,US,2021-04-01 4:27,31.98773215,-87.30891118,1244,26,,,"Wilcox, Alabama, US",11992.67329,2.090032154
Alabama,US,2021-04-01 4:27,34.15030532,-87.37325922,2717,71,,,"Winston, Alabama, US",11498.58225,2.613176297
Alaska,US,2021-04-01 4:27,55.32222414,-161.9722021,364,2,,,"Aleutians East, Alaska, US",10908.0012,0.549450549
Alaska,US,2021-04-01 4:27,52.3233,-174.1596,652,0,,,"Aleutians West, Alaska, US",11572.59496,0
Alaska,US,2021-04-01 4:27,61.14998174,-149.1426986,28397,165,,,"Anchorage, Alaska, US",9860.069444,0.581047294
Alaska,US,2021-04-01 4:27,60.90980451,-159.8561831,3767,20,,,"Bethel, Alaska, US",20488.4151,0.530926467
Alaska,US,2021-04-01 4:27,58.74513976,-156.701064,0,0,,,"Bristol Bay, Alaska, US",0,
Alaska,US,2021-04-01 4:27,58.62403337,-156.2140589,185,0,,,"Bristol Bay plus Lake and Peninsula, Alaska, US",7619.439868,0
Alaska,US,2021-04-01 4:27,63.67264044,-150.0076108,88,0,,,"Denali, Alaska, US",4196.471149,0
Alaska,US,2021-04-01 4:27,59.79603738,-158.2381942,208,1,,,"Dillingham, Alaska, US",4231.082181,0.480769231
Alaska,US,2021-04-01 4:27,64.80726247,-146.5692662,6640,32,,,"Fairbanks North Star, Alaska, US",6856.033619,0.481927711
Alaska,US,2021-04-01 4:27,59.09893571,-135.4679843,29,0,,,"Haines, Alaska, US",1146.245059,0
Alaska,US,2021-04-01 4:27,58.45031811,-134.200436,1294,5,,,"Juneau, Alaska, US",4047.038219,0.386398764
Alaska,US,2021-04-01 4:27,60.24429722,-151.5388884,4142,22,,,"Kenai Peninsula, Alaska, US",7055.256524,0.531144375
Alaska,US,2021-04-01 4:27,55.57445008,-130.975561,390,2,,,"Ketchikan Gateway, Alaska, US",2805.553557,0.512820513
Alaska,US,2021-04-01 4:27,57.65529415,-153.7493579,1076,5,,,"Kodiak Island, Alaska, US",8278.196646,0.464684015
Alaska,US,2021-04-01 4:27,62.1542916,-163.3967883,1220,3,,,"Kusilvak, Alaska, US",14674.04378,0.245901639
Alaska,US,2021-04-01 4:27,62.31305045,-149.5741743,9967,37,,,"Matanuska-Susitna, Alaska, US",9201.695025,0.371225043
Alaska,US,2021-04-01 4:27,64.90320724,-164.0353804,338,0,,,"Nome, Alaska, US",3378.648541,0
Alaska,US,2021-04-01 4:27,69.31479216,-153.4836093,1050,4,,,"North Slope, Alaska, US",10679.41416,0.380952381
Alaska,US,2021-04-01 4:27,67.04919196,-159.7503946,598,2,,,"Northwest Arctic, Alaska, US",7846.739273,0.334448161
Alaska,US,2021-04-01 4:27,57.13978948,-132.9540995,153,1,,,"Petersburg, Alaska, US",4684.629516,0.653594771
Alaska,US,2021-04-01 4:27,55.76261984,-133.0511621,85,1,,,"Prince of Wales-Hyder, Alaska, US",1370.304691,1.176470588
Alaska,US,2021-04-01 4:27,57.24124555,-135.3206587,333,0,,,"Sitka, Alaska, US",3920.876016,0
Alaska,US,2021-04-01 4:27,59.56149996,-135.3337748,20,0,,,"Skagway, Alaska, US",1690.617075,0
Alaska,US,2021-04-01 4:27,63.87692095,-143.2127643,612,3,,,"Southeast Fairbanks, Alaska, US",8878.572465,0.490196078
Alaska,US,2021-04-01 4:27,,,276,0,,,"Unassigned, Alaska, US",,0
Alaska,US,2021-02-14 23:24,61.47502768,-144.7126799,0,0,,,"Valdez-Cordova, Alaska, US",0,
Alaska,US,2021-04-01 4:27,56.3202004,-132.0583731,33,0,,,"Wrangell, Alaska, US",1318.944844,0
Alaska,US,2021-04-01 4:27,59.8909808,-140.3601451,72,1,,,"Yakutat, Alaska, US",2640.264026,1.388888889
Alaska,US,2021-04-01 4:27,65.50815459,-151.3907387,350,4,,,"Yukon-Koyukuk, Alaska, US",6692.160612,1.142857143
Arizona,US,2021-04-01 4:27,35.39465006,-109.4892383,10959,413,,,"Apache, Arizona, US",15244.75914,3.768592025
Arizona,US,2021-04-01 4:27,31.87934684,-109.7516088,11600,280,,,"Cochise, Arizona, US",9212.051905,2.413793103
Arizona,US,2021-04-01 4:27,35.83883429,-111.7707178,17076,324,,,"Coconino, Arizona, US",11901.64209,1.897399859
Arizona,US,2021-04-01 4:27,33.80190085,-110.8132779,6546,219,,,"Gila, Arizona, US",12118.18283,3.345554537
Arizona,US,2021-04-01 4:27,32.93166885,-109.8882178,5365,76,,,"Graham, Arizona, US",13814.1463,1.416589003
Arizona,US,2021-04-01 4:27,33.21498827,-109.2405279,563,10,,,"Greenlee, Arizona, US",5927.563698,1.776198934
Arizona,US,2021-04-01 4:27,33.72854224,-113.9810029,2443,77,,,"La Paz, Arizona, US",11573.81088,3.151862464
Arizona,US,2021-04-01 4:27,33.34835867,-112.4918154,524386,9673,,,"Maricopa, Arizona, US",11690.91638,1.844633533
Arizona,US,2021-04-01 4:27,35.70471703,-113.7577902,22122,687,,,"Mohave, Arizona, US",10426.00421,3.105505831
Arizona,US,2021-04-01 4:27,35.3997715,-110.3218983,15703,521,,,"Navajo, Arizona, US",14156.53961,3.317837356
Arizona,US,2021-04-01 4:27,,,0,0,,,"Out of AZ, Arizona, US",,
Arizona,US,2021-04-01 4:27,32.0971334,-111.7890033,112677,2351,,,"Pima, Arizona, US",10759.0241,2.086495026
Arizona,US,2021-04-01 4:27,32.90525627,-111.3449483,49475,852,,,"Pinal, Arizona, US",10690.61711,1.72208186
Arizona,US,2021-04-01 4:27,31.52508998,-110.8479088,7818,173,,,"Santa Cruz, Arizona, US",16813.62639,2.212842159
Arizona,US,2021-04-01 4:27,,,0,0,,,"Unassigned, Arizona, US",,
Arizona,US,2021-04-01 4:27,34.59933926,-112.5538588,18327,489,,,"Yavapai, Arizona, US",7795.439368,2.668194467
Arizona,US,2021-04-01 4:27,32.76895712,-113.9066674,36751,822,,,"Yuma, Arizona, US",17190.47463,2.236673832
Arkansas,US,2021-04-01 4:27,34.29145151,-91.37277296,2076,36,,,"Arkansas, Arkansas, US",11872.35503,1.734104046
Arkansas,US,2021-04-01 4:27,33.19153461,-91.7698471,1901,33,,,"Ashley, Arkansas, US",9670.855166,1.735928459
Arkansas,US,2021-04-01 4:27,36.28784385,-92.33782872,3070,100,,,"Baxter, Arkansas, US",7321.377468,3.25732899
Arkansas,US,2021-04-01 4:27,36.33644656,-94.25680817,28151,406,,,"Benton, Arkansas, US",10084.8675,1.442222301
Arkansas,US,2021-04-01 4:27,36.3084504,-93.09374925,3742,79,,,"Boone, Arkansas, US",9996.794187,2.111170497
Arkansas,US,2021-04-01 4:27,33.46755808,-92.15980837,1356,32,,,"Bradley, Arkansas, US",12598.71783,2.359882006
Arkansas,US,2021-04-01 4:27,33.55598792,-92.49974403,409,3,,,"Calhoun, Arkansas, US",7882.0582,0.733496333
Arkansas,US,2021-04-01 4:27,36.3403856,-93.54270261,2749,44,,,"Carroll, Arkansas, US",9686.398872,1.60058203
Arkansas,US,2021-04-01 4:27,33.26458973,-91.29539209,1610,39,,,"Chicot, Arkansas, US",15912.23562,2.422360248
Arkansas,US,2021-04-01 4:27,34.04613432,-93.17484713,2081,40,,,"Clark, Arkansas, US",9323.476703,1.922152811
Arkansas,US,2021-04-01 4:27,36.36826212,-90.4148172,1723,50,,,"Clay, Arkansas, US",11841.11058,2.901915264
Arkansas,US,2021-04-01 4:27,35.53864922,-92.02640019,1945,72,,,"Cleburne, Arkansas, US",7805.289137,3.701799486
Arkansas,US,2021-04-01 4:27,33.89723187,-92.18537045,938,25,,,"Cleveland, Arkansas, US",11789.84414,2.665245203
Arkansas,US,2021-04-01 4:27,33.21230701,-93.22642793,2321,55,,,"Columbia, Arkansas, US",9894.700942,2.369668246
Arkansas,US,2021-04-01 4:27,35.26205537,-92.70506566,2189,32,,,"Conway, Arkansas, US",10500.8155,1.461854728
Arkansas,US,2021-04-01 4:27,35.83018283,-90.63235729,13081,174,,,"Craighead, Arkansas, US",11856.03451,1.330173534
Arkansas,US,2021-04-01 4:27,35.58928601,-94.2446814,6978,115,,,"Crawford, Arkansas, US",11031.19022,1.648036687
Arkansas,US,2021-04-01 4:27,35.21247318,-90.30839406,5869,95,,,"Crittenden, Arkansas, US",12238.55698,1.618674391
Arkansas,US,2021-04-01 4:27,35.29631396,-90.77185818,1919,49,,,"Cross, Arkansas, US",11687.67891,2.553413236
Arkansas,US,2021-04-01 4:27,33.97042763,-92.65167437,756,15,,,"Dallas, Arkansas, US",10786.13212,1.984126984
Arkansas,US,2021-04-01 4:27,33.83011025,-91.25500948,1356,24,,,"Desha, Arkansas, US",11935.56905,1.769911504
Arkansas,US,2021-04-01 4:27,33.59035001,-91.71777921,1984,39,,,"Drew, Arkansas, US",10889.7305,1.965725806
Arkansas,US,2021-04-01 4:27,35.14719007,-92.33717519,12195,157,,,"Faulkner, Arkansas, US",9678.03376,1.287412874
Arkansas,US,2021-04-01 4:27,35.51202821,-93.89299569,1676,39,,,"Franklin, Arkansas, US",9460.908834,2.326968974
Arkansas,US,2021-04-01 4:27,36.38177105,-91.81729127,1100,47,,,"Fulton, Arkansas, US",8816.221848,4.272727273
Arkansas,US,2021-04-01 4:27,34.57692074,-93.14921604,10030,255,,,"Garland, Arkansas, US",10091.96466,2.542372881
Arkansas,US,2021-04-01 4:27,34.29017991,-92.42320562,1635,32,,,"Grant, Arkansas, US",8951.546674,1.957186544
Arkansas,US,2021-04-01 4:27,36.1173546,-90.55832668,6009,75,,,"Greene, Arkansas, US",13257.58411,1.248127808
Arkansas,US,2021-04-01 4:27,33.73325583,-93.66935133,1980,19,,,"Hempstead, Arkansas, US",9195.615828,0.95959596
Arkansas,US,2021-04-01 4:27,34.31709259,-92.95396325,4998,70,,,"Hot Spring, Arkansas, US",14799.6802,1.400560224
Arkansas,US,2021-04-01 4:27,34.09007427,-93.9934871,1641,24,,,"Howard, Arkansas, US",12429.93486,1.462522852
Arkansas,US,2021-04-01 4:27,35.74242707,-91.57001641,3715,120,,,"Independence, Arkansas, US",9821.546596,3.230148048
Arkansas,US,2021-04-01 4:27,36.09604046,-91.90847954,1660,41,,,"Izard, Arkansas, US",12179.91048,2.469879518
Arkansas,US,2021-04-01 4:27,35.59802983,-91.21494602,3207,38,,,"Jackson, Arkansas, US",19181.76924,1.184908014
Arkansas,US,2021-04-01 4:27,34.26767081,-91.92619839,8742,163,,,"Jefferson, Arkansas, US",13082.12618,1.864561885
Arkansas,US,2021-04-01 4:27,35.56759135,-93.46036368,2879,37,,,"Johnson, Arkansas, US",10832.26729,1.285168461
Arkansas,US,2021-04-01 4:27,33.24116713,-93.60677071,541,9,,,"Lafayette, Arkansas, US",8167.270531,1.663585952
Arkansas,US,2021-04-01 4:27,36.04188196,-91.10867198,2069,43,,,"Lawrence, Arkansas, US",12611.23979,2.078298695
Arkansas,US,2021-04-01 4:27,34.78498904,-90.78383866,1656,34,,,"Lee, Arkansas, US",18697.07576,2.053140097
Arkansas,US,2021-04-01 4:27,33.95317155,-91.74002806,3178,48,,,"Lincoln, Arkansas, US",24401.10565,1.510383889
Arkansas,US,2021-04-01 4:27,33.70375665,-94.23468591,1222,40,,,"Little River, Arkansas, US",9968.186638,3.273322422
Arkansas,US,2021-04-01 4:27,35.21413234,-93.71951016,2206,22,,,"Logan, Arkansas, US",10276.71667,0.997280145
Arkansas,US,2021-04-01 4:27,34.75392199,-91.88742357,7049,116,,,"Lonoke, Arkansas, US",9615.463313,1.645623493
Arkansas,US,2021-04-01 4:27,36.01038185,-93.72524943,1436,22,,,"Madison, Arkansas, US",8663.127413,1.532033426
Arkansas,US,2021-04-01 4:27,36.26844485,-92.68451899,1032,30,,,"Marion, Arkansas, US",6181.861747,2.906976744
Arkansas,US,2021-04-01 4:27,33.31403423,-93.89285258,4212,36,,,"Miller, Arkansas, US",9737.152368,0.854700855
Arkansas,US,2021-04-01 4:27,35.76271485,-90.0519437,5747,106,,,"Mississippi, Arkansas, US",14137.41359,1.844440578
Arkansas,US,2021-04-01 4:27,34.6815935,-91.20540287,862,17,,,"Monroe, Arkansas, US",12863.75168,1.972157773
Arkansas,US,2021-04-01 4:27,34.53704874,-93.65824478,750,32,,,"Montgomery, Arkansas, US",8346.316492,4.266666667
Arkansas,US,2021-04-01 4:27,33.66340119,-93.30632432,816,24,,,"Nevada, Arkansas, US",9888.511876,2.941176471
Arkansas,US,2021-04-01 4:27,35.91947491,-93.21612969,707,26,,,"Newton, Arkansas, US",9119.05069,3.677510608
Arkansas,US,2021-04-01 4:27,33.58839816,-92.87795984,2291,60,,,"Ouachita, Arkansas, US",9798.135318,2.618943693
Arkansas,US,2021-04-01 4:27,34.9459153,-92.94372564,824,10,,,"Perry, Arkansas, US",7881.396461,1.213592233
Arkansas,US,2021-04-01 4:27,34.43268455,-90.84800154,1737,37,,,"Phillips, Arkansas, US",9768.305028,2.130109384
Arkansas,US,2021-04-01 4:27,34.16250414,-93.65789349,997,22,,,"Pike, Arkansas, US",9302.108602,2.20661986
Arkansas,US,2021-04-01 4:27,35.57433534,-90.66268713,3114,76,,,"Poinsett, Arkansas, US",13235.29412,2.44059088
Arkansas,US,2021-04-01 4:27,34.48254879,-94.22728802,1961,70,,,"Polk, Arkansas, US",9822.680825,3.569607343
Arkansas,US,2021-04-01 4:27,35.44871474,-93.03212219,7860,106,,,"Pope, Arkansas, US",12267.44912,1.348600509
Arkansas,US,2021-04-01 4:27,34.83624419,-91.55162157,887,20,,,"Prairie, Arkansas, US",11002.2327,2.254791432
Arkansas,US,2021-04-01 4:27,34.77054088,-92.31355101,38317,627,,,"Pulaski, Arkansas, US",9776.964668,1.636349401
Arkansas,US,2021-04-01 4:27,36.3415714,-91.02455531,2061,47,,,"Randolph, Arkansas, US",11476.77915,2.280446385
Arkansas,US,2021-04-01 4:27,34.64916145,-92.67583224,11724,165,,,"Saline, Arkansas, US",9575.536807,1.407369498
Arkansas,US,2021-04-01 4:27,34.85588887,-94.0632176,927,14,,,"Scott, Arkansas, US",9016.632623,1.510248112
Arkansas,US,2021-04-01 4:27,35.9109364,-92.69936482,671,16,,,"Searcy, Arkansas, US",8514.147951,2.384500745
Arkansas,US,2021-04-01 4:27,35.19605503,-94.27162713,15036,272,,,"Sebastian, Arkansas, US",11762.77312,1.808991753
Arkansas,US,2021-04-01 4:27,33.99780401,-94.2424869,2778,24,,,"Sevier, Arkansas, US",16334.45052,0.863930886
Arkansas,US,2021-04-01 4:27,36.16258158,-91.47819342,1550,45,,,"Sharp, Arkansas, US",8886.595574,2.903225806
Arkansas,US,2021-04-01 4:27,35.02201976,-90.74828138,3513,41,,,"St. Francis, Arkansas, US",14055.37329,1.167093652
Arkansas,US,2021-04-01 4:27,35.86251946,-92.15684085,982,29,,,"Stone, Arkansas, US",7852.230929,2.953156823
Arkansas,US,2021-04-01 4:27,,,2791,0,,,"Unassigned, Arkansas, US",,0
Arkansas,US,2021-04-01 4:27,33.16887091,-92.59746952,3938,110,,,"Union, Arkansas, US",10180.44569,2.793296089
Arkansas,US,2021-04-01 4:27,35.58095779,-92.51295036,1245,21,,,"Van Buren, Arkansas, US",7524.932004,1.686746988
Arkansas,US,2021-04-01 4:27,35.976844,-94.21800746,30202,343,,,"Washington, Arkansas, US",12626.94043,1.135686378
Arkansas,US,2021-04-01 4:27,35.25688493,-91.74908296,7799,116,,,"White, Arkansas, US",9903.114802,1.487370176
Arkansas,US,2021-04-01 4:27,35.18902527,-91.2439489,633,12,,,"Woodruff, Arkansas, US",10015.82278,1.895734597
Arkansas,US,2021-04-01 4:27,35.00292371,-93.41171338,3406,64,,,"Yell, Arkansas, US",15959.88941,1.879036994
California,US,2021-04-01 4:27,37.64629437,-121.8929271,85339,1215,,,"Alameda, California, US",5107.492301,1.423333294
California,US,2021-04-01 4:27,38.59678594,-119.8223594,88,0,,,"Alpine, California, US",7794.508415,0
California,US,2021-04-01 4:27,38.44583082,-120.65696,3589,45,,,"Amador, California, US",9028.476555,1.253831151
California,US,2021-04-01 4:27,39.66727762,-121.6005252,13057,193,,,"Butte, California, US",5965.253255,1.476099426
California,US,2021-04-01 4:27,38.20537103,-120.552913,2017,50,,,"Calaveras, California, US",4393.856878,2.478929103
California,US,2021-04-01 4:27,39.17881957,-122.2331726,2172,14,,,"Colusa, California, US",10084.93062,0.644270594
California,US,2021-04-01 4:27,37.91923498,-121.9289527,66293,769,,,"Contra Costa, California, US",5748.374982,1.159721908
California,US,2021-04-01 4:27,41.74228275,-123.8974063,1140,6,,,"Del Norte, California, US",4080.972242,0.528634361
California,US,2021-04-01 4:27,38.77965956,-120.5233166,10032,106,,,"El Dorado, California, US",5209.937618,1.055041306
